"id","truth","rf","xgboost","svm","nb","majority","random"
"1000s15f3t2g0.1py1-y1+y2-y1+y3",0.783069030361555,0.783182273213687,0.783182273213687,0.783182273213687,0.784310757349676,0.785634586012182,0.783069030361555
"1000s15f3t2g0.1py1-y1e2-y1e3",0.871855992291621,0.882031430905148,0.882031430905148,0.871855992291621,0.882031430905148,0.871855992291621,0.881606232708021
"1000s15f3t2g0.1py1-y1e2+y2e2-y1e2+y3e2",0.876084344943226,0.876084344943226,0.891700404214438,0.876084344943226,0.892784616334116,0.876084344943226,0.891700404214438
"1000s15f3t2g0.1py1y2y3",0.819993241643211,0.820742342119711,0.819998502197463,0.820742342119711,0.819998502197463,0.821811546884687,0.819998502197463
"1000s15f6t1g0.01py1-y2-y3",0.298371028553106,0.298371028553106,0.298371028553106,0.298371028553106,0.299918570345439,0.298371028553106,0.30056243539965
"1000s15f6t1g0.01py1+y2-y1+y3-y2+y3",0.289296420322583,0.289296420322583,0.289296420322583,0.289296420322583,0.291414985420875,0.289296420322583,0.292994658273749
"1000s15f6t1g0.01py1e2-y2e2-y3e2",0.474762045751793,0.513525001876239,0.513525001876239,0.513525001876239,0.513525001876239,0.474762045751793,0.474762045751793
"1000s15f6t1g0.01py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.459564604558567,0.462705781639058,0.462705781639058,0.462705781639058,0.459564604558567,0.462705781639058,0.526362918312006
"1000s15f6t1g0.01py1e3-y2e3-y3e3",0.527537960669924,0.527537960669924,0.527537960669924,0.530071131042766,0.527537960669924,0.530071131042766,0.530071131042766
"1000s15f6t1g0.05py1-y2-y3",0.383709172636517,0.383709172636517,0.383709172636517,0.383709172636517,0.38441817268256,0.383709172636517,0.383709172636517
"1000s15f6t1g0.05py1+y2-y1+y3-y2+y3",0.38026601182613,0.38026601182613,0.38026601182613,0.38026601182613,0.380936961653978,0.38026601182613,0.380936961653978
"1000s15f6t1g0.05py1e2-y2e2-y3e2",0.548780577108635,0.548780577108635,0.548780577108635,0.548780577108635,0.574274061944533,0.548780577108635,0.603922699440464
"1000s15f6t1g0.05py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.51911221515427,0.51911221515427,0.51911221515427,0.51911221515427,0.52437058565039,0.51911221515427,0.51911221515427
"1000s15f6t1g0.05py1e3-y2e3-y3e3",0.546802087947485,0.546802087947485,0.546802087947485,0.546973644090157,0.546802087947485,0.546973644090157,0.550633013175973
"1000s15f6t1g0.1py1-y2-y3",0.488964184782915,0.488964184782915,0.488964184782915,0.488964184782915,0.488964184782915,0.489271239956807,0.489960462880798
"1000s15f6t1g0.1py1+y2-y1+y3-y2+y3",0.485839151551076,0.485916464289412,0.485916464289412,0.485916464289412,0.485916464289412,0.485839151551076,0.486229816845451
"1000s15f6t1g0.1py1e2-y2e2-y3e2",0.631101726209609,0.645835024928966,0.645835024928966,0.631101726209609,0.645835024928966,0.631101726209609,0.631101726209609
"1000s15f6t1g0.1py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.5973842751087,0.59885966398661,0.59885966398661,0.59885966398661,0.5973842751087,0.59885966398661,0.639397387991683
"1000s15f6t1g0.1py1e3-y2e3-y3e3",0.640413028545288,0.640415746944425,0.640415746944425,0.640415746944425,0.640415746944425,0.640413028545288,0.642435954607376
"1000s15f6t2g0.01py1-y2-y3",0.635920488912985,0.635920488912985,0.635920488912985,0.635920488912985,0.635920488912985,0.636132756010963,0.637375942543632
"1000s15f6t2g0.01py1+y2-y1+y3-y2+y3",0.644381082703946,0.644381082703946,0.644381082703946,0.644381082703946,0.644381082703946,0.644641146540854,0.644381082703946
"1000s15f6t2g0.01py1e2-y2e2-y3e2",0.943500337558414,0.943500337558414,0.943500337558414,0.943500337558414,0.943745887772008,0.943500337558414,0.943500337558414
"1000s15f6t2g0.01py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.878820564720048,0.878820564720048,0.878820564720048,0.878820564720048,0.880182929030343,0.878820564720048,0.878820564720048
"1000s15f6t2g0.01py1e3-y2e3-y3e3",1.05491209552187,1.05795890389691,1.05795890389691,1.05795890389691,1.05795890389691,1.05491209552187,1.05491209552187
"1000s15f6t2g0.05py1-y2-y3",0.707501203132489,0.707501203132489,0.707501203132489,0.707501203132489,0.708261192374997,0.708261192374997,0.708261192374997
"1000s15f6t2g0.05py1+y2-y1+y3-y2+y3",0.743597227428182,0.743597227428182,0.743597227428182,0.743597227428182,0.743597227428182,0.74446469932814,0.744941137913481
"1000s15f6t2g0.05py1e2-y2e2-y3e2",0.879724418502447,0.879724418502447,0.879724418502447,0.883498427384047,0.879724418502447,0.883498427384047,0.882708335479619
"1000s15f6t2g0.05py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.856232176607066,0.856909718449945,0.856909718449945,0.856909718449945,0.856909718449945,0.856232176607066,0.856909718449945
"1000s15f6t2g0.05py1e3-y2e3-y3e3",0.860901844978154,0.860901844978154,0.861406494963749,0.861406494963749,0.861406494963749,0.860901844978154,0.861406494963749
"1000s15f6t2g0.1py1-y2-y3",0.781524253391476,0.781524253391476,0.781524253391476,0.781524253391476,0.781767141310366,0.781767141310366,0.781767141310366
"1000s15f6t2g0.1py1+y2-y1+y3-y2+y3",0.682967860974651,0.682967860974651,0.682967860974651,0.682967860974651,0.682967860974651,0.683440985038513,0.683639023165568
"1000s15f6t2g0.1py1e2-y2e2-y3e2",0.867714836783427,0.868016637038051,0.867714836783427,0.867714836783427,0.868016637038051,0.867714836783427,0.877885019576593
"1000s15f6t2g0.1py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.779292654040742,0.779917784769676,0.779917784769676,0.779917784769676,0.779292654040742,0.779917784769676,0.779292654040742
"1000s15f6t2g0.1py1e3-y2e3-y3e3",0.872504640790866,0.872804150382891,0.872804150382891,0.872504640790866,0.872504640790866,0.872804150382891,0.874293554231714
"1000s30f3t1g0.01py1-y1+y2-y1+y3",0.302693302457941,0.302693302457941,0.302693302457941,0.302693302457941,0.302693302457941,0.302693302457941,0.30438938857603
"1000s30f3t1g0.01py1-y1e2-y1e3",0.645615316627985,0.645615316627985,0.645615316627985,0.645615316627985,0.649265037627203,0.645615316627985,0.651451291683692
"1000s30f3t1g0.01py1-y1e2+y2e2-y1e2+y3e2",0.718900329992284,0.718900329992284,0.718900329992284,0.718900329992284,0.727731633635599,0.718900329992284,0.718900329992284
"1000s30f3t1g0.01py1y2y3",0.291547046061811,0.291547046061811,0.291547046061811,0.291547046061811,0.291547046061811,0.291547046061811,0.293673481042609
"1000s30f3t1g0.05py1-y1+y2-y1+y3",0.385630746217815,0.385630746217815,0.385630746217815,0.385630746217815,0.385876799503426,0.385630746217815,0.385876799503426
"1000s30f3t1g0.05py1-y1e2-y1e3",0.671150705213525,0.671150705213525,0.674587578987982,0.671150705213525,0.674587578987982,0.671150705213525,0.683491026541118
"1000s30f3t1g0.05py1-y1e2+y2e2-y1e2+y3e2",0.744642217727413,0.744642217727413,0.744642217727413,0.744642217727413,0.7508456022167,0.744642217727413,0.758330035286699
"1000s30f3t1g0.05py1y2y3",0.396944249475099,0.396944249475099,0.396944249475099,0.396944249475099,0.396944249475099,0.396944249475099,0.397176047489083
"1000s30f3t1g0.1py1-y1+y2-y1+y3",0.493435598047363,0.493435598047363,0.493690859625122,0.493435598047363,0.493435598047363,0.493690859625122,0.493557424238009
"1000s30f3t1g0.1py1-y1e2-y1e3",0.796322875479791,0.796322875479791,0.796322875479791,0.796322875479791,0.79812607102948,0.796322875479791,0.79812607102948
"1000s30f3t1g0.1py1-y1e2+y2e2-y1e2+y3e2",0.797620079815188,0.797620079815188,0.797620079815188,0.797620079815188,0.801042717808015,0.797620079815188,0.801042717808015
"1000s30f3t1g0.1py1y2y3",0.509010636759494,0.509010636759494,0.509010636759494,0.509010636759494,0.509010636759494,0.509301556957768,0.509301556957768
"1000s30f3t2g0.01py1-y1+y2-y1+y3",0.647219429129131,0.647219429129131,0.647219429129131,0.647219429129131,0.647219429129131,0.647727442696678,0.647293143792946
"1000s30f3t2g0.01py1-y1e2-y1e3",0.79872105066763,0.79872105066763,0.79872105066763,0.79872105066763,0.79911018336567,0.79872105066763,0.800081819661547
"1000s30f3t2g0.01py1-y1e2+y2e2-y1e2+y3e2",0.815934690759837,0.815934690759837,0.815934690759837,0.815934690759837,0.82005616759466,0.815934690759837,0.82005616759466
"1000s30f3t2g0.01py1y2y3",0.712040107526484,0.712040107526484,0.712040107526484,0.712040107526484,0.712040107526484,0.712480521478706,0.712480521478706
"1000s30f3t2g0.05py1-y1+y2-y1+y3",0.836083673815666,0.836083673815666,0.836083673815666,0.836083673815666,0.836083673815666,0.836665037861377,0.836177329759157
"1000s30f3t2g0.05py1-y1e2-y1e3",1.13205869392742,1.13276367295387,1.13205869392742,1.13276367295387,1.13205869392742,1.13276367295387,1.13205869392742
"1000s30f3t2g0.05py1-y1e2+y2e2-y1e2+y3e2",0.978962666096439,0.979050494824581,0.978962666096439,0.979050494824581,0.979050494824581,0.979119561083423,0.979050494824581
"1000s30f3t2g0.05py1y2y3",0.803295389109416,0.803295389109416,0.803295389109416,0.803295389109416,0.803295389109416,0.80408043791915,0.80339791199402
"1000s30f3t2g0.1py1-y1+y2-y1+y3",0.679544549602398,0.67958083060932,0.67958083060932,0.67958083060932,0.67958083060932,0.680048372482575,0.679650365972668
"1000s30f3t2g0.1py1-y1e2-y1e3",0.82476151179166,0.82476151179166,0.82476151179166,0.82476151179166,0.825587840367997,0.82476151179166,0.825587840367997
"1000s30f3t2g0.1py1-y1e2+y2e2-y1e2+y3e2",0.860426266788199,0.860426266788199,0.860426266788199,0.861599207319392,0.861599207319392,0.860426266788199,0.861599207319392
"1000s30f3t2g0.1py1y2y3",0.769421802551716,0.769488515105751,0.769488515105751,0.769488515105751,0.769488515105751,0.770216352799098,0.769930891142503
"1000s30f6t1g0.01py1-y2-y3",0.309369534162844,0.309369534162844,0.309369534162844,0.309369534162844,0.309369534162844,0.309369534162844,0.310913375993217
"1000s30f6t1g0.01py1+y2-y1+y3-y2+y3",0.305320029868217,0.305320029868217,0.305320029868217,0.305320029868217,0.305320029868217,0.305320029868217,0.306988117267251
"1000s30f6t1g0.01py1e2-y2e2-y3e2",0.623588032659761,0.624155367409595,0.623588032659761,0.624155367409595,0.623588032659761,0.624155367409595,0.623588032659761
"1000s30f6t1g0.01py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.612649329159361,0.612649329159361,0.612649329159361,0.612649329159361,0.612649329159361,0.612649329159361,0.623273207207154
"1000s30f6t1g0.01py1e3-y2e3-y3e3",0.539259670357332,0.542313142265711,0.542313142265711,0.542313142265711,0.539259670357332,0.542313142265711,0.545419748346624
"1000s30f6t1g0.05py1-y2-y3",0.405707162902108,0.405707162902108,0.405707162902108,0.405707162902108,0.406277274709543,0.405707162902108,0.405707162902108
"1000s30f6t1g0.05py1+y2-y1+y3-y2+y3",0.420767915907453,0.420767915907453,0.420767915907453,0.420767915907453,0.421121751511966,0.420767915907453,0.42146480827941
"1000s30f6t1g0.05py1e2-y2e2-y3e2",0.677519410545962,0.677998179041003,0.677998179041003,0.677998179041003,0.677519410545962,0.677998179041003,0.677519410545962
"1000s30f6t1g0.05py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.673094336113413,0.673094336113413,0.681278383027369,0.673094336113413,0.681278383027369,0.673094336113413,0.680906588361715
"1000s30f6t1g0.05py1e3-y2e3-y3e3",0.633572187534247,0.633572187534247,0.633572187534247,0.635256542943208,0.633572187534247,0.635256542943208,0.637383506949051
"1000s30f6t1g0.1py1-y2-y3",0.49599664366923,0.49599664366923,0.496753942767214,0.49599664366923,0.49599664366923,0.496753942767214,0.496957438634714
"1000s30f6t1g0.1py1+y2-y1+y3-y2+y3",0.513064244913292,0.513064244913292,0.513064244913292,0.513064244913292,0.513064244913292,0.514046017770977,0.513459458957328
"1000s30f6t1g0.1py1e2-y2e2-y3e2",0.737320227223408,0.737320227223408,0.737320227223408,0.737320227223408,0.737320227223408,0.738969345781384,0.744124277739758
"1000s30f6t1g0.1py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.742597909714228,0.742597909714228,0.742597909714228,0.742597909714228,0.74559025887184,0.742597909714228,0.74764492871214
"1000s30f6t1g0.1py1e3-y2e3-y3e3",0.699842022374701,0.699842022374701,0.699842022374701,0.700936152488189,0.699842022374701,0.700936152488189,0.700936152488189
"1000s30f6t2g0.01py1-y2-y3",0.749101797873981,0.749101797873981,0.749203600426022,0.749101797873981,0.749101797873981,0.749688657129487,0.749529617984907
"1000s30f6t2g0.01py1+y2-y1+y3-y2+y3",0.800119312371669,0.800148204621968,0.80012650429638,0.800148204621968,0.80012650429638,0.800804161854285,0.800148204621968
"1000s30f6t2g0.01py1e2-y2e2-y3e2",0.885690357131962,0.886312944608806,0.885690357131962,0.885690357131962,0.885690357131962,0.886312944608806,0.886312944608806
"1000s30f6t2g0.01py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.894457323951774,0.894457323951774,0.894790240827461,0.894457323951774,0.894790240827461,0.894457323951774,0.894457323951774
"1000s30f6t2g0.01py1e3-y2e3-y3e3",0.899692452194688,0.899979430002313,0.899979430002313,0.899979430002313,0.899692452194688,0.899979430002313,0.899692452194688
"1000s30f6t2g0.05py1-y2-y3",0.796957933717398,0.796957933717398,0.796957933717398,0.796957933717398,0.796957933717398,0.797478452451748,0.797376600530275
"1000s30f6t2g0.05py1+y2-y1+y3-y2+y3",0.748745955670317,0.748745955670317,0.749876462830707,0.748745955670317,0.749255609684714,0.749725566688323,0.748745955670317
"1000s30f6t2g0.05py1e2-y2e2-y3e2",0.883549777650842,0.883549777650842,0.884336446424208,0.883549777650842,0.883549777650842,0.884336446424208,0.883549777650842
"1000s30f6t2g0.05py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.873622629468656,0.874750432961476,0.874750432961476,0.874750432961476,0.874750432961476,0.873622629468656,0.874750432961476
"1000s30f6t2g0.05py1e3-y2e3-y3e3",0.884672504931275,0.885122906039799,0.885122906039799,0.884672504931275,0.884672504931275,0.885122906039799,0.885122906039799
"1000s30f6t2g0.1py1-y2-y3",0.80233449203019,0.80233449203019,0.80233449203019,0.80233449203019,0.80233449203019,0.802745879320253,0.802764546748538
"1000s30f6t2g0.1py1+y2-y1+y3-y2+y3",0.807425781810851,0.807500968029497,0.807500968029497,0.807500968029497,0.807425781810851,0.808435215026263,0.807425781810851
"1000s30f6t2g0.1py1e2-y2e2-y3e2",0.922260590741009,0.922260590741009,0.922260590741009,0.922260590741009,0.922260590741009,0.923006482508106,0.923006482508106
"1000s30f6t2g0.1py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.908759304138607,0.90901871611187,0.90901871611187,0.90901871611187,0.908759304138607,0.90901871611187,0.90901871611187
"1000s30f6t2g0.1py1e3-y2e3-y3e3",0.953988418330552,0.953988418330552,0.953988418330552,0.953988418330552,0.954708930459898,0.953988418330552,0.954708930459898
"1000s45f3t1g0.01py1-y1+y2-y1+y3",0.334400795416769,0.334400795416769,0.334400795416769,0.334400795416769,0.334400795416769,0.334400795416769,0.334400795416769
"1000s45f3t1g0.01py1-y1e2-y1e3",0.712417298234557,0.712417298234557,0.712417298234557,0.712417298234557,0.712417298234557,0.712417298234557,0.71334764369633
"1000s45f3t1g0.01py1-y1e2+y2e2-y1e2+y3e2",0.752390069644248,0.752390069644248,0.752390069644248,0.752390069644248,0.757901748043774,0.752390069644248,0.76186749456578
"1000s45f3t1g0.01py1y2y3",0.329122408835814,0.329122408835814,0.329122408835814,0.329122408835814,0.329122408835814,0.329122408835814,0.331038890560786
"1000s45f3t1g0.05py1-y1+y2-y1+y3",0.429352445822938,0.429845337533024,0.429845337533024,0.429845337533024,0.429352445822938,0.429845337533024,0.429845337533024
"1000s45f3t1g0.05py1-y1e2-y1e3",0.745585412020135,0.745644789887695,0.745644789887695,0.745644789887695,0.745644789887695,0.745644789887695,0.748214889792974
"1000s45f3t1g0.05py1-y1e2+y2e2-y1e2+y3e2",0.785964068983988,0.785964068983988,0.785964068983988,0.785964068983988,0.791231505347112,0.785964068983988,0.790522852295259
"1000s45f3t1g0.05py1y2y3",0.438927850465367,0.438927850465367,0.438927850465367,0.438927850465367,0.438927850465367,0.438927850465367,0.438934218541183
"1000s45f3t1g0.1py1-y1+y2-y1+y3",0.497677878919252,0.497677878919252,0.497677878919252,0.497677878919252,0.498896765170862,0.497677878919252,0.498896765170862
"1000s45f3t1g0.1py1-y1e2-y1e3",0.775417068568272,0.775417068568272,0.775868841065881,0.775417068568272,0.775575282931286,0.775417068568272,0.775868841065881
"1000s45f3t1g0.1py1-y1e2+y2e2-y1e2+y3e2",0.81921863244854,0.81921863244854,0.81921863244854,0.81921863244854,0.822871198938311,0.81921863244854,0.826590769421438
"1000s45f3t1g0.1py1y2y3",0.4979309634972,0.498543874461581,0.498543874461581,0.498543874461581,0.498543874461581,0.498543874461581,0.498032651656484
"1000s45f3t2g0.01py1-y1+y2-y1+y3",0.474778884815356,0.475145451637809,0.474778884815356,0.475145451637809,0.475145451637809,0.474778884815356,0.474778884815356
"1000s45f3t2g0.01py1-y1e2-y1e3",0.808011526923086,0.808982739521139,0.808982739521139,0.808982739521139,0.808982739521139,0.808982739521139,0.808686835024933
"1000s45f3t2g0.01py1-y1e2+y2e2-y1e2+y3e2",0.812756509268229,0.812756509268229,0.812756509268229,0.812756509268229,0.812756509268229,0.812756509268229,0.812756509268229
"1000s45f3t2g0.01py1y2y3",0.493477189802256,0.493477189802256,0.493477189802256,0.493477189802256,0.493630436948177,0.493477189802256,0.493603271570095
"1000s45f3t2g0.05py1-y1+y2-y1+y3",0.555770927385941,0.555770927385941,0.556183786642052,0.555770927385941,0.555770927385941,0.556183786642052,0.556183786642052
"1000s45f3t2g0.05py1-y1e2-y1e3",0.799300347026562,0.799655219393778,0.799300347026562,0.799655219393778,0.799300347026562,0.799655219393778,0.799828692108273
"1000s45f3t2g0.05py1-y1e2+y2e2-y1e2+y3e2",0.904296871871861,0.904296871871861,0.904296871871861,0.904296871871861,0.904878838700928,0.904296871871861,0.904296871871861
"1000s45f3t2g0.05py1y2y3",0.750008554820125,0.750008554820125,0.750320835420815,0.750008554820125,0.750008554820125,0.750320835420815,0.750008554820125
"1000s45f3t2g0.1py1-y1+y2-y1+y3",0.859679748234525,0.859969625724876,0.859969625724876,0.859969625724876,0.859679748234525,0.860518115861778,0.859679748234525
"1000s45f3t2g0.1py1-y1e2-y1e3",1.16079170904581,1.16079170904581,1.16079170904581,1.16079170904581,1.16079170904581,1.16100437083713,1.16100437083713
"1000s45f3t2g0.1py1-y1e2+y2e2-y1e2+y3e2",0.998451724242152,0.998451724242152,0.998482964549922,0.998451724242152,0.998615868231131,0.998456537661965,0.998482964549922
"1000s45f3t2g0.1py1y2y3",0.830178853744487,0.830178853744487,0.830178853744487,0.830178853744487,0.830178853744487,0.830403633012212,0.830249396175378
"1000s45f6t1g0.01py1-y2-y3",0.341684380886795,0.341684380886795,0.341684380886795,0.341684380886795,0.341684380886795,0.341684380886795,0.341684380886795
"1000s45f6t1g0.01py1+y2-y1+y3-y2+y3",0.345298805760727,0.345298805760727,0.345298805760727,0.345298805760727,0.345298805760727,0.345298805760727,0.351672242165193
"1000s45f6t1g0.01py1e2-y2e2-y3e2",0.675763113382041,0.675763113382041,0.675763113382041,0.675763113382041,0.675763113382041,0.675763113382041,0.675763113382041
"1000s45f6t1g0.01py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.668349020634944,0.668349020634944,0.668349020634944,0.668349020634944,0.668349020634944,0.668349020634944,0.668349020634944
"1000s45f6t1g0.01py1e3-y2e3-y3e3",0.646049837053022,0.646049837053022,0.648327632918209,0.646049837053022,0.646049837053022,0.646049837053022,0.650358206318425
"1000s45f6t1g0.05py1-y2-y3",0.417904265432704,0.417904265432704,0.417904265432704,0.417904265432704,0.417904265432704,0.417904265432704,0.41848658516958
"1000s45f6t1g0.05py1+y2-y1+y3-y2+y3",0.421731617066645,0.421731617066645,0.421731617066645,0.421731617066645,0.421731617066645,0.421731617066645,0.423288349886695
"1000s45f6t1g0.05py1e2-y2e2-y3e2",0.704642965859621,0.705030358766012,0.705030358766012,0.705030358766012,0.704642965859621,0.705030358766012,0.705030358766012
"1000s45f6t1g0.05py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.711057374414431,0.711057374414431,0.711057374414431,0.711057374414431,0.711057374414431,0.711057374414431,0.713497763523761
"1000s45f6t1g0.05py1e3-y2e3-y3e3",0.643267537728021,0.644599545735186,0.643267537728021,0.644599545735186,0.643267537728021,0.644599545735186,0.643267537728021
"1000s45f6t1g0.1py1-y2-y3",0.492800222852816,0.492800222852816,0.492800222852816,0.492800222852816,0.493053873265801,0.492800222852816,0.493053873265801
"1000s45f6t1g0.1py1+y2-y1+y3-y2+y3",0.507672466004254,0.507954271639166,0.507954271639166,0.507954271639166,0.507672466004254,0.507954271639166,0.508146802512114
"1000s45f6t1g0.1py1e2-y2e2-y3e2",0.746260026608778,0.746974101348486,0.746974101348486,0.746974101348486,0.746260026608778,0.746974101348486,0.746974101348486
"1000s45f6t1g0.1py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.743295602500974,0.743295602500974,0.743295602500974,0.743295602500974,0.743295602500974,0.743295602500974,0.748502645312044
"1000s45f6t1g0.1py1e3-y2e3-y3e3",0.723788313043246,0.723788313043246,0.723788313043246,0.724417760010337,0.723788313043246,0.724417760010337,0.723788313043246
"1000s45f6t2g0.01py1-y2-y3",0.741286317373019,0.74152934306692,0.741523600480437,0.74152934306692,0.74152934306692,0.741286317373019,0.741286317373019
"1000s45f6t2g0.01py1+y2-y1+y3-y2+y3",0.763218523807515,0.763356298303663,0.763356298303663,0.763356298303663,0.763356298303663,0.763272745272068,0.763352036121874
"1000s45f6t2g0.01py1e2-y2e2-y3e2",0.897272560372348,0.897272560372348,0.897272560372348,0.897272560372348,0.897272560372348,0.89738199708501,0.89738199708501
"1000s45f6t2g0.01py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.881245166234437,0.881795261922214,0.881245166234437,0.881245166234437,0.881717878494386,0.881245166234437,0.881245166234437
"1000s45f6t2g0.01py1e3-y2e3-y3e3",0.901924461257048,0.901924461257048,0.901924461257048,0.901924461257048,0.902945857346504,0.901924461257048,0.904344183951358
"1000s45f6t2g0.05py1-y2-y3",0.74616037843323,0.74616037843323,0.74616037843323,0.74616037843323,0.74616037843323,0.74632167832973,0.74616037843323
"1000s45f6t2g0.05py1+y2-y1+y3-y2+y3",0.712498125699277,0.712617114547314,0.713177262062349,0.712617114547314,0.712617114547314,0.71306017521367,0.71306017521367
"1000s45f6t2g0.05py1e2-y2e2-y3e2",0.849598007492814,0.850023577588925,0.849598007492814,0.849598007492814,0.849598007492814,0.850023577588925,0.850023577588925
"1000s45f6t2g0.05py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.843632914646802,0.843632914646802,0.843632914646802,0.843632914646802,0.844071049734859,0.843632914646802,0.843632914646802
"1000s45f6t2g0.05py1e3-y2e3-y3e3",0.859342203718918,0.860005954499777,0.860005954499777,0.860005954499777,0.859342203718918,0.860005954499777,0.860708192761865
"1000s45f6t2g0.1py1-y2-y3",0.686576737758261,0.686817643185334,0.686817643185334,0.686817643185334,0.686576737758261,0.686817643185334,0.686576737758261
"1000s45f6t2g0.1py1+y2-y1+y3-y2+y3",0.617991288394723,0.617991288394723,0.618695640870361,0.617991288394723,0.617991288394723,0.618695640870361,0.618576486077953
"1000s45f6t2g0.1py1e2-y2e2-y3e2",0.834884165106549,0.835420075676842,0.835420075676842,0.834884165106549,0.834884165106549,0.835420075676842,0.835420075676842
"1000s45f6t2g0.1py1e2+y2e2-y1e2+y3e2-y2e2+y3e2",0.808403670683105,0.808403670683105,0.808403670683105,0.808403670683105,0.810169523992416,0.808403670683105,0.810937016020459
"1000s45f6t2g0.1py1e3-y2e3-y3e3",0.825465492911302,0.825465492911302,0.825465492911302,0.825465492911302,0.825826932198844,0.825465492911302,0.825465492911302
"1000s60f3t1g0.01py1-y1+y2-y1+y3",0.351778835266109,0.351778835266109,0.351778835266109,0.351778835266109,0.351778835266109,0.351778835266109,0.353202125979336
