rf.img_name,truth,rf,svm,xgb,random,majority
253092_original.jpg,0.618409,0.618409,0.618409,0.618409,0.618409,0.582554
253092_rot_90.jpg,0.619611,0.619611,0.619611,0.619611,0.507643,0.58085
257098_h_flip_rot_180.jpg,0.792252,0.792252,0.792252,0.792252,0.792252,0.784524
257098_h_flip_rot_270.jpg,0.795265,0.795265,0.795265,0.795265,0.780086,0.780086
257098_rot_180.jpg,0.793873,0.793873,0.793873,0.793873,0.676674,0.785399
257098_rot_270.jpg,0.79702,0.79702,0.79702,0.79702,0.684076,0.781746
258089_rot_180.jpg,0.744297,0.744297,0.744297,0.655845,0.711386,0.711386
259060_rot_90.jpg,0.707533,0.704084,0.704084,0.571683,0.571683,0.690117
260058_h_flip_rot_180.jpg,0.675733,0.675733,0.675733,0.675733,0.646497,0.605382
260058_h_flip_rot_270.jpg,0.684228,0.684228,0.684228,0.684228,0.684228,0.598024
260058_h_flip.jpg,0.69309,0.69309,0.69309,0.69309,0.595049,0.600438
260058_original.jpg,0.679881,0.679881,0.679881,0.679881,0.600653,0.600653
260058_rot_180.jpg,0.685425,0.685425,0.685425,0.685425,0.574253,0.599422
260058_rot_270.jpg,0.685761,0.685761,0.685761,0.685761,0.562837,0.601946
260058_rot_90.jpg,0.692262,0.692262,0.692262,0.692262,0.63092,0.598235
267036_h_flip_rot_90.jpg,0.632519,0.632519,0.63155,0.632519,0.63155,0.61417
267036_rot_180.jpg,0.635842,0.635842,0.63283,0.635842,0.563314,0.61664
268048_rot_270.jpg,0.567739,0.567739,0.567739,0.432394,0.557646,0.556139
268074_h_flip_rot_180.jpg,0.542898,0.542898,0.541244,0.542898,0.486616,0.486616
268074_h_flip_rot_270.jpg,0.539964,0.539694,0.539694,0.539694,0.539694,0.484675
268074_h_flip_rot_90.jpg,0.542594,0.542594,0.530139,0.538156,0.530139,0.48302
268074_h_flip.jpg,0.548323,0.548323,0.548323,0.543971,0.543971,0.490004
268074_original.jpg,0.541552,0.538052,0.520768,0.538052,0.520768,0.485135
268074_rot_180.jpg,0.539294,0.532202,0.532202,0.539294,0.486063,0.486063
268074_rot_270.jpg,0.545379,0.545379,0.540039,0.545379,0.545379,0.483697
271035_h_flip_rot_270.jpg,0.69561,0.684775,0.69561,0.69561,0.684775,0.683822
271035_original.jpg,0.693892,0.692339,0.692339,0.692339,0.675468,0.683044
277053_rot_270.jpg,0.731262,0.731262,0.731262,0.615113,0.615113,0.714523
28083_h_flip_rot_180.jpg,0.741274,0.741274,0.741274,0.741274,0.732413,0.741274
28083_h_flip_rot_270.jpg,0.744638,0.744638,0.744638,0.744638,0.624691,0.744638
28083_h_flip.jpg,0.745531,0.745531,0.745531,0.745531,0.62217,0.745531
28083_original.jpg,0.745387,0.745387,0.745387,0.745387,0.745387,0.745387
28083_rot_180.jpg,0.74768,0.74768,0.74768,0.74768,0.74768,0.74768
28083_rot_270.jpg,0.743141,0.743141,0.743141,0.743141,0.626839,0.743141
28083_rot_90.jpg,0.740514,0.740514,0.740514,0.740514,0.734008,0.740514
281017_h_flip.jpg,0.768001,0.768001,0.768001,0.758569,0.657411,0.747256
285022_h_flip_rot_180.jpg,0.695314,0.695314,0.686575,0.695314,0.695314,0.638707
285022_h_flip_rot_270.jpg,0.699445,0.687105,0.699445,0.699445,0.699445,0.643363
285022_h_flip_rot_90.jpg,0.698324,0.698324,0.698324,0.698324,0.698324,0.637855
285022_h_flip.jpg,0.691181,0.691181,0.68061,0.691181,0.691181,0.635633
285022_original.jpg,0.69328,0.690492,0.690492,0.690492,0.654296,0.640057
285022_rot_180.jpg,0.689602,0.685871,0.685871,0.685871,0.689602,0.643844
285022_rot_270.jpg,0.697738,0.697738,0.697738,0.697738,0.638449,0.638449
285022_rot_90.jpg,0.699597,0.699597,0.699597,0.699597,0.662758,0.639447
289011_h_flip_rot_270.jpg,0.601944,0.553212,0.601944,0.553212,0.601944,0.558211
290035_h_flip_rot_90.jpg,0.771935,0.771935,0.771935,0.771935,0.703795,0.714322
290035_rot_90.jpg,0.773478,0.773478,0.773478,0.773478,0.646047,0.718202
29030_h_flip.jpg,0.73356,0.73356,0.73356,0.73356,0.590133,0.654022
29030_rot_270.jpg,0.736788,0.736788,0.736788,0.736788,0.659456,0.659456
291000_h_flip_rot_90.jpg,0.689021,0.689021,0.689021,0.689021,0.612536,0.612536
296007_h_flip_rot_90.jpg,0.707373,0.707373,0.707373,0.707373,0.648686,0.648686
296007_h_flip.jpg,0.7042,0.7042,0.7042,0.7042,0.691095,0.648475
296007_rot_180.jpg,0.703795,0.703795,0.703795,0.703795,0.67098,0.65119
296059_h_flip_rot_180.jpg,0.844682,0.842978,0.842978,0.842978,0.749771,0.842978
296059_h_flip.jpg,0.843922,0.841206,0.841206,0.841206,0.841206,0.843922
299086_original.jpg,0.801455,0.801455,0.801455,0.777567,0.721832,0.788399
300091_h_flip_rot_180.jpg,0.784519,0.784519,0.7801,0.7801,0.672925,0.784519
300091_h_flip_rot_270.jpg,0.783965,0.783965,0.780985,0.780985,0.678992,0.783965
302008_h_flip_rot_180.jpg,0.725844,0.725844,0.725844,0.725844,0.624447,0.644656
302008_h_flip_rot_270.jpg,0.726107,0.726107,0.726107,0.726107,0.672137,0.644055
302008_h_flip_rot_90.jpg,0.723888,0.723888,0.723888,0.723888,0.674894,0.641781
302008_h_flip.jpg,0.728196,0.728196,0.728196,0.728196,0.662032,0.643581
302008_original.jpg,0.72449,0.72449,0.72449,0.72449,0.67682,0.639322
302008_rot_180.jpg,0.728297,0.728297,0.728297,0.728297,0.638318,0.638318
302008_rot_270.jpg,0.721499,0.721499,0.721499,0.721499,0.66322,0.639017
302008_rot_90.jpg,0.729367,0.729367,0.729367,0.729367,0.663429,0.640773
302022_h_flip_rot_180.jpg,0.51994,0.51994,0.51994,0.51994,0.454739,0.458494
302022_h_flip_rot_90.jpg,0.516908,0.516908,0.516908,0.516908,0.516908,0.458568
302022_h_flip.jpg,0.522927,0.522927,0.522927,0.522927,0.522927,0.455672
302022_original.jpg,0.51511,0.51511,0.51511,0.51511,0.454432,0.454576
302022_rot_180.jpg,0.535475,0.535475,0.535475,0.535475,0.456007,0.460622
302022_rot_270.jpg,0.528328,0.528328,0.528328,0.528328,0.528328,0.457626
302022_rot_90.jpg,0.516036,0.516036,0.516036,0.516036,0.374084,0.457994
304034_h_flip_rot_180.jpg,0.579464,0.579464,0.579464,0.579464,0.361375,0.361375
304034_h_flip_rot_90.jpg,0.582144,0.582144,0.582144,0.582144,0.36418,0.36418
304034_h_flip.jpg,0.579698,0.579698,0.579698,0.579698,0.354584,0.365595
304034_original.jpg,0.583301,0.583301,0.583301,0.583301,0.444366,0.362551
304034_rot_180.jpg,0.572406,0.572406,0.572406,0.572406,0.350256,0.364003
304034_rot_270.jpg,0.577942,0.577942,0.577942,0.577942,0.399589,0.365468
304034_rot_90.jpg,0.576124,0.576124,0.576124,0.576124,0.348461,0.362368
304074_h_flip_rot_180.jpg,0.639657,0.639657,0.639657,0.639657,0.639657,0.611157
304074_h_flip_rot_90.jpg,0.644705,0.644705,0.644705,0.644705,0.610167,0.610167
304074_h_flip.jpg,0.644718,0.644718,0.644718,0.644718,0.644718,0.607823
306005_h_flip_rot_180.jpg,0.685786,0.682415,0.682415,0.682415,0.55817,0.663211
306051_original.jpg,0.677779,0.677779,0.677779,0.529616,0.64147,0.64147
306051_rot_180.jpg,0.677411,0.677411,0.677411,0.677411,0.677411,0.645232
306052_h_flip_rot_180.jpg,0.503162,0.503162,0.503162,0.503162,0.485505,0.503162
306052_h_flip_rot_270.jpg,0.499991,0.499991,0.499991,0.499991,0.499991,0.499991
306052_h_flip_rot_90.jpg,0.500358,0.500358,0.500358,0.500358,0.378139,0.500358
306052_h_flip.jpg,0.506129,0.506129,0.506129,0.506129,0.383116,0.506129
306052_original.jpg,0.503803,0.503803,0.503803,0.503803,0.48413,0.503803
306052_rot_180.jpg,0.50437,0.50437,0.50437,0.50437,0.485896,0.50437
306052_rot_270.jpg,0.509913,0.509913,0.509913,0.509913,0.509913,0.509913
306052_rot_90.jpg,0.506222,0.506222,0.506222,0.506222,0.506222,0.506222
3063_rot_90.jpg,0.742966,0.742966,0.742966,0.733943,0.733943,0.732697
3096_h_flip_rot_180.jpg,0.76404,0.76404,0.76404,0.76404,0.721781,0.76404
3096_h_flip_rot_270.jpg,0.770778,0.770778,0.770778,0.770778,0.770778,0.770778
3096_h_flip_rot_90.jpg,0.765165,0.765165,0.765165,0.765165,0.741039,0.765165
3096_h_flip.jpg,0.766671,0.766671,0.766671,0.766671,0.722837,0.766671
3096_original.jpg,0.770953,0.770953,0.770953,0.770953,0.725427,0.770953
3096_rot_270.jpg,0.771973,0.771973,0.771973,0.771973,0.747269,0.771973
317043_h_flip_rot_180.jpg,0.616482,0.616482,0.616482,0.616482,0.616482,0.552675
317043_h_flip_rot_270.jpg,0.614681,0.614681,0.611656,0.614681,0.575185,0.552673
317043_h_flip.jpg,0.623782,0.623782,0.623782,0.623782,0.496477,0.552541
326025_h_flip_rot_270.jpg,0.623097,0.623097,0.623097,0.623097,0.623097,0.608417
326025_h_flip_rot_90.jpg,0.622609,0.622609,0.622609,0.622609,0.468393,0.608083
326025_rot_180.jpg,0.622618,0.622618,0.622618,0.622618,0.610745,0.610745
33039_original.jpg,0.621437,0.621437,0.621437,0.592344,0.613978,0.592344
33044_h_flip_rot_180.jpg,0.546013,0.546013,0.545777,0.546013,0.536625,0.536625
33044_original.jpg,0.564282,0.564282,0.561019,0.564282,0.561019,0.543879
334025_h_flip_rot_90.jpg,0.767626,0.766131,0.766131,0.75115,0.585711,0.730633
335094_h_flip_rot_180.jpg,0.839341,0.839341,0.839341,0.839341,0.65737,0.839341
335094_h_flip_rot_270.jpg,0.841231,0.841231,0.841231,0.841231,0.651087,0.841231
335094_h_flip_rot_90.jpg,0.841161,0.841161,0.841161,0.841161,0.653931,0.841161
335094_original.jpg,0.840613,0.840613,0.818686,0.840613,0.658335,0.840613
335094_rot_180.jpg,0.843763,0.843763,0.843763,0.843763,0.528188,0.843763
335094_rot_270.jpg,0.842129,0.842129,0.842129,0.842129,0.656012,0.842129
335094_rot_90.jpg,0.844147,0.844147,0.844147,0.844147,0.647836,0.844147
344010_h_flip_rot_180.jpg,0.769946,0.769946,0.769946,0.769946,0.769946,0.769946
344010_h_flip_rot_90.jpg,0.772557,0.772557,0.772557,0.772557,0.772557,0.772557
344010_original.jpg,0.768845,0.768845,0.764575,0.768845,0.617771,0.768845
344010_rot_180.jpg,0.772431,0.772431,0.772431,0.772431,0.63444,0.772431
344010_rot_270.jpg,0.767903,0.767903,0.767903,0.767903,0.764507,0.767903
344010_rot_90.jpg,0.768226,0.768226,0.768226,0.768226,0.637441,0.768226
346016_h_flip.jpg,0.655835,0.655835,0.655835,0.578531,0.655835,0.597798
347031_h_flip_rot_270.jpg,0.593396,0.593396,0.593396,0.591822,0.593396,0.54972
347031_h_flip.jpg,0.601684,0.597823,0.597823,0.595895,0.597823,0.545698
347031_original.jpg,0.597554,0.597554,0.597554,0.591355,0.594266,0.549295
347031_rot_180.jpg,0.600553,0.600553,0.592247,0.590778,0.600553,0.551241
347031_rot_270.jpg,0.593756,0.593756,0.593756,0.592998,0.589893,0.547589
35028_h_flip_rot_180.jpg,0.622432,0.622432,0.622432,0.622432,0.610183,0.580141
35028_h_flip_rot_270.jpg,0.61965,0.61965,0.61965,0.61965,0.604768,0.573895
35028_h_flip_rot_90.jpg,0.619321,0.619321,0.619321,0.619321,0.619321,0.574661
35028_h_flip.jpg,0.616289,0.616289,0.616289,0.616289,0.616289,0.576699
35028_rot_180.jpg,0.620873,0.620873,0.620873,0.620873,0.534302,0.57212
35028_rot_270.jpg,0.622175,0.622175,0.622175,0.622175,0.540879,0.575563
35028_rot_90.jpg,0.623002,0.623002,0.623002,0.623002,0.623002,0.574803
35049_h_flip_rot_180.jpg,0.65628,0.65628,0.65628,0.65628,0.5801,0.5801
35049_h_flip_rot_270.jpg,0.6462,0.6462,0.6462,0.6462,0.622732,0.580031
35049_h_flip_rot_90.jpg,0.653559,0.653559,0.653559,0.653559,0.653559,0.583997
35049_h_flip.jpg,0.649896,0.649896,0.649896,0.649896,0.583983,0.583983
35049_original.jpg,0.647135,0.647135,0.647135,0.647135,0.587447,0.587447
35049_rot_180.jpg,0.651154,0.651154,0.651154,0.651154,0.60222,0.587282
35049_rot_270.jpg,0.659009,0.659009,0.659009,0.659009,0.631116,0.585467
35049_rot_90.jpg,0.656249,0.656249,0.631679,0.656249,0.628735,0.583943
351093_h_flip_rot_270.jpg,0.734219,0.734136,0.734136,0.734219,0.734136,0.729959
351093_h_flip_rot_90.jpg,0.73671,0.732281,0.732281,0.732281,0.727105,0.727105
36046_rot_270.jpg,0.866047,0.866047,0.866047,0.866047,0.771616,0.771616
36046_rot_90.jpg,0.863655,0.863655,0.863655,0.863655,0.713242,0.76945
361010_h_flip.jpg,0.752882,0.752882,0.752882,0.752827,0.737347,0.737347
365072_h_flip_rot_180.jpg,0.773289,0.773289,0.773289,0.773289,0.773289,0.671567
365072_h_flip_rot_270.jpg,0.772255,0.772255,0.772255,0.772255,0.676147,0.676147
365072_h_flip_rot_90.jpg,0.775717,0.775717,0.775717,0.775717,0.676544,0.676544
365072_h_flip.jpg,0.779343,0.779343,0.779343,0.779343,0.674028,0.674028
365072_original.jpg,0.777962,0.777962,0.714445,0.777962,0.600296,0.678161
365072_rot_180.jpg,0.777128,0.777128,0.777128,0.777128,0.677734,0.677734
365072_rot_270.jpg,0.774173,0.774173,0.774173,0.774173,0.679063,0.679063
365072_rot_90.jpg,0.775991,0.775991,0.775991,0.775991,0.775991,0.678295
368037_h_flip_rot_180.jpg,0.751351,0.751351,0.751351,0.751351,0.66281,0.732953
368037_original.jpg,0.749801,0.749801,0.749801,0.749801,0.723026,0.731517
37073_h_flip_rot_90.jpg,0.841829,0.83997,0.83997,0.841829,0.837057,0.841829
372019_h_flip_rot_180.jpg,0.699383,0.699383,0.699383,0.699383,0.670519,0.645034
372019_h_flip_rot_270.jpg,0.700336,0.700336,0.700336,0.700336,0.697469,0.647522
372019_h_flip_rot_90.jpg,0.699099,0.699099,0.699099,0.699099,0.696447,0.644023
372019_h_flip.jpg,0.702899,0.702899,0.702899,0.702899,0.643302,0.643302
372019_original.jpg,0.704712,0.704712,0.704712,0.704712,0.638554,0.638554
372019_rot_180.jpg,0.701101,0.701101,0.701101,0.701101,0.673635,0.636152
372019_rot_270.jpg,0.705566,0.705566,0.705566,0.705566,0.701923,0.642599
376043_h_flip_rot_180.jpg,0.678874,0.678874,0.678874,0.678874,0.678874,0.582621
376043_original.jpg,0.678115,0.678115,0.678115,0.678115,0.678115,0.579892
376043_rot_270.jpg,0.685445,0.685445,0.685445,0.685445,0.670463,0.580042
376086_original.jpg,0.806503,0.806503,0.806503,0.806503,0.682739,0.73462
38082_h_flip_rot_180.jpg,0.640809,0.640809,0.640809,0.640809,0.569545,0.569545
38082_h_flip_rot_270.jpg,0.642162,0.642162,0.642162,0.642162,0.573961,0.565789
38082_original.jpg,0.645931,0.645931,0.645931,0.645931,0.574367,0.564619
38082_rot_180.jpg,0.642404,0.642404,0.642404,0.642404,0.599456,0.566937
38082_rot_270.jpg,0.648526,0.648526,0.648526,0.648526,0.593785,0.567436
38082_rot_90.jpg,0.642821,0.642821,0.642821,0.642821,0.642821,0.563323
38092_h_flip_rot_180.jpg,0.745057,0.74415,0.745057,0.74415,0.670436,0.732319
38092_h_flip_rot_90.jpg,0.742688,0.740573,0.740573,0.740573,0.635005,0.731007
38092_rot_180.jpg,0.744899,0.744899,0.744899,0.739819,0.732153,0.732153
38092_rot_270.jpg,0.740617,0.739654,0.740617,0.739654,0.730129,0.730129
38092_rot_90.jpg,0.743266,0.741438,0.743266,0.741438,0.638514,0.73092
384022_h_flip_rot_270.jpg,0.844526,0.844526,0.844526,0.799798,0.799798,0.754325
384089_rot_270.jpg,0.763442,0.763442,0.763442,0.763442,0.732386,0.68178
385022_h_flip_rot_270.jpg,0.691259,0.691259,0.691259,0.682249,0.665385,0.665385
385022_original.jpg,0.685804,0.685804,0.675351,0.675351,0.617439,0.666442
385022_rot_180.jpg,0.686459,0.686459,0.672795,0.672795,0.666231,0.666231
385022_rot_270.jpg,0.687872,0.687872,0.687872,0.677342,0.605511,0.66432
385039_h_flip_rot_90.jpg,0.760771,0.760771,0.760771,0.760771,0.706085,0.678161
388006_h_flip_rot_270.jpg,0.726497,0.726497,0.726497,0.726497,0.653717,0.591456
388006_original.jpg,0.723283,0.723283,0.723283,0.723283,0.637083,0.589912
388006_rot_180.jpg,0.72684,0.72684,0.72684,0.72684,0.72684,0.593726
393035_h_flip_rot_180.jpg,0.761164,0.761164,0.761164,0.761164,0.660672,0.761164
393035_h_flip_rot_270.jpg,0.762761,0.762761,0.762761,0.762761,0.6647,0.762761
393035_h_flip_rot_90.jpg,0.758016,0.758016,0.758016,0.758016,0.758016,0.758016
393035_h_flip.jpg,0.759333,0.759333,0.759333,0.759333,0.742801,0.759333
393035_original.jpg,0.75961,0.75961,0.75961,0.745722,0.675539,0.75961
393035_rot_180.jpg,0.760433,0.760433,0.760433,0.760433,0.752063,0.760433
393035_rot_270.jpg,0.759888,0.759888,0.759888,0.759888,0.60474,0.759888
393035_rot_90.jpg,0.760058,0.760058,0.760058,0.760058,0.599957,0.760058
41006_h_flip_rot_180.jpg,0.640985,0.640985,0.640985,0.640985,0.626061,0.640985
41006_h_flip_rot_270.jpg,0.645115,0.645115,0.645115,0.645115,0.632367,0.645115
41006_h_flip_rot_90.jpg,0.643025,0.643025,0.643025,0.643025,0.633596,0.643025
41006_original.jpg,0.641911,0.641911,0.641911,0.641911,0.518065,0.641911
41006_rot_180.jpg,0.641792,0.641792,0.641792,0.641792,0.641792,0.641792
41006_rot_270.jpg,0.637677,0.637677,0.637677,0.637677,0.579363,0.637677
41006_rot_90.jpg,0.636182,0.636182,0.636182,0.636182,0.512749,0.636182
41029_rot_180.jpg,0.631785,0.631785,0.631785,0.618923,0.553264,0.600081
41033_h_flip_rot_180.jpg,0.672743,0.672743,0.672743,0.672743,0.661924,0.672743
41033_h_flip_rot_270.jpg,0.675715,0.675715,0.675715,0.675715,0.675715,0.675715
41033_h_flip.jpg,0.674171,0.674171,0.674171,0.674171,0.452429,0.674171
41033_rot_270.jpg,0.680665,0.680665,0.680665,0.680665,0.670052,0.680665
41069_original.jpg,0.710336,0.710336,0.710336,0.537141,0.710336,0.691462
41069_rot_180.jpg,0.712363,0.712363,0.712363,0.548549,0.687918,0.687918
41069_rot_270.jpg,0.711469,0.711469,0.708761,0.538319,0.688081,0.688081
41085_h_flip_rot_180.jpg,0.59314,0.59314,0.59314,0.59314,0.59314,0.530219
41085_h_flip_rot_270.jpg,0.595603,0.595603,0.595603,0.595603,0.515878,0.533003
41085_h_flip_rot_90.jpg,0.593706,0.593706,0.593706,0.593706,0.593706,0.527915
41085_h_flip.jpg,0.590936,0.590936,0.590936,0.590936,0.590936,0.529041
41085_rot_180.jpg,0.596956,0.596956,0.596956,0.596956,0.584026,0.533975
41085_rot_270.jpg,0.597748,0.597748,0.597748,0.597748,0.519183,0.532965
41085_rot_90.jpg,0.593398,0.593398,0.593398,0.593398,0.559784,0.532771
41096_h_flip_rot_180.jpg,0.70034,0.70034,0.70034,0.70034,0.530049,0.611725
41096_h_flip_rot_270.jpg,0.685984,0.685984,0.685984,0.685984,0.673286,0.608696
41096_h_flip_rot_90.jpg,0.689248,0.689248,0.689248,0.689248,0.649862,0.60797
41096_h_flip.jpg,0.699511,0.699511,0.699511,0.699511,0.699511,0.612212
41096_rot_180.jpg,0.701459,0.701459,0.701459,0.701459,0.655907,0.6126
41096_rot_270.jpg,0.694604,0.694604,0.694604,0.694604,0.615652,0.615652
41096_rot_90.jpg,0.698874,0.698874,0.698874,0.698874,0.675794,0.614816
42012_h_flip_rot_180.jpg,0.613068,0.613068,0.613068,0.587815,0.587815,0.60066
42012_rot_180.jpg,0.607438,0.607438,0.607438,0.589269,0.589269,0.59838
42049_h_flip_rot_90.jpg,0.87565,0.87565,0.87565,0.87565,0.762005,0.87244
42049_h_flip.jpg,0.87461,0.87461,0.87461,0.87461,0.87461,0.868475
42049_original.jpg,0.875255,0.875255,0.875255,0.875255,0.760648,0.872291
42049_rot_180.jpg,0.872833,0.872833,0.872833,0.872833,0.842836,0.872329
42049_rot_270.jpg,0.872848,0.871369,0.871369,0.871369,0.860217,0.872848
42049_rot_90.jpg,0.874513,0.874513,0.874513,0.874513,0.860939,0.869728
43033_h_flip_rot_180.jpg,0.501905,0.501905,0.501905,0.501905,0.495772,0.481186
43033_h_flip_rot_90.jpg,0.514686,0.514686,0.504655,0.514686,0.464039,0.480924
43033_original.jpg,0.512071,0.512071,0.512071,0.512071,0.512071,0.478965
43051_rot_270.jpg,0.637831,0.563813,0.637376,0.563813,0.637376,0.637831
43074_original.jpg,0.69714,0.69714,0.69714,0.69714,0.560864,0.681761
43074_rot_270.jpg,0.69431,0.69431,0.69431,0.69431,0.582022,0.686218
45000_h_flip_rot_270.jpg,0.556493,0.55105,0.55105,0.55105,0.556493,0.556493
45000_h_flip.jpg,0.555674,0.553807,0.553807,0.553807,0.523328,0.555674
45000_original.jpg,0.557644,0.557644,0.55241,0.55241,0.526906,0.55241
45000_rot_270.jpg,0.554264,0.554046,0.554264,0.554264,0.554046,0.554046
45000_rot_90.jpg,0.558284,0.553802,0.558284,0.558284,0.558284,0.553802
45096_rot_270.jpg,0.773934,0.773355,0.773355,0.739282,0.773934,0.739036
48017_original.jpg,0.384024,0.384024,0.384024,0.365532,0.384024,0.365532
48017_rot_270.jpg,0.382911,0.382911,0.382911,0.366642,0.382911,0.366642
48025_h_flip_rot_180.jpg,0.688117,0.688117,0.688117,0.688117,0.688117,0.688117
48025_h_flip_rot_270.jpg,0.683957,0.683957,0.683957,0.683957,0.599528,0.683957
48025_h_flip_rot_90.jpg,0.684527,0.684527,0.684527,0.684527,0.671789,0.684527
48025_h_flip.jpg,0.685912,0.685912,0.685912,0.685912,0.685912,0.685912
48025_original.jpg,0.6828,0.6828,0.6828,0.6828,0.672739,0.6828
48025_rot_180.jpg,0.682071,0.682071,0.669871,0.682071,0.629016,0.682071
48025_rot_270.jpg,0.682871,0.682871,0.682871,0.682871,0.669749,0.682871
48025_rot_90.jpg,0.684568,0.684568,0.684568,0.684568,0.669644,0.684568
49024_h_flip_rot_180.jpg,0.621159,0.621159,0.621159,0.621159,0.450714,0.439353
49024_h_flip_rot_270.jpg,0.621328,0.621328,0.621328,0.621328,0.621328,0.443975
49024_h_flip_rot_90.jpg,0.628399,0.628399,0.628399,0.628399,0.442342,0.442342
49024_h_flip.jpg,0.62442,0.62442,0.62442,0.62442,0.62442,0.441529
49024_original.jpg,0.629104,0.629104,0.629104,0.629104,0.488208,0.441914
49024_rot_270.jpg,0.62147,0.62147,0.62147,0.62147,0.44313,0.441885
49024_rot_90.jpg,0.6282,0.6282,0.6282,0.6282,0.433617,0.439645
51084_h_flip.jpg,0.82063,0.82063,0.82063,0.82063,0.766307,0.766307
55073_rot_270.jpg,0.62241,0.62241,0.619704,0.62241,0.619704,0.602375
58060_original.jpg,0.64265,0.636716,0.64265,0.625243,0.542084,0.542084
58060_rot_90.jpg,0.633056,0.632573,0.632573,0.614131,0.618503,0.543899
61034_h_flip.jpg,0.688193,0.688193,0.688193,0.685665,0.522122,0.674323
61034_rot_180.jpg,0.688106,0.688106,0.688106,0.683887,0.524201,0.673774
62096_h_flip_rot_270.jpg,0.819169,0.819169,0.819169,0.75744,0.819169,0.75744
62096_rot_180.jpg,0.81547,0.81547,0.81547,0.755333,0.755333,0.755333
64061_h_flip_rot_180.jpg,0.785177,0.785177,0.785177,0.785177,0.547778,0.748932
64061_h_flip_rot_270.jpg,0.779188,0.779188,0.779188,0.779188,0.779188,0.753399
65084_h_flip.jpg,0.748319,0.748319,0.748319,0.748319,0.734577,0.707619
66053_h_flip_rot_270.jpg,0.708337,0.708337,0.708337,0.675246,0.708337,0.675246
66053_h_flip_rot_90.jpg,0.707273,0.707273,0.707273,0.672684,0.707273,0.672684
66053_original.jpg,0.711485,0.711485,0.711485,0.670965,0.630728,0.670965
66053_rot_180.jpg,0.709662,0.709662,0.709662,0.672937,0.708358,0.672937
69000_h_flip.jpg,0.688674,0.688674,0.688674,0.683273,0.650802,0.664476
69007_h_flip_rot_180.jpg,0.795916,0.795916,0.795916,0.795916,0.71296,0.753863
69007_rot_180.jpg,0.799592,0.799592,0.799592,0.799592,0.756175,0.75269
69007_rot_270.jpg,0.803133,0.803133,0.803133,0.803133,0.803133,0.757521
69015_rot_180.jpg,0.793197,0.711004,0.793197,0.793197,0.655167,0.775003
69020_h_flip_rot_180.jpg,0.768277,0.768277,0.768277,0.768277,0.645243,0.644746
69020_h_flip_rot_270.jpg,0.772143,0.772143,0.772143,0.772143,0.723228,0.646941
69020_h_flip_rot_90.jpg,0.770171,0.770171,0.770171,0.770171,0.636726,0.643515
69020_h_flip.jpg,0.77174,0.77174,0.77174,0.77174,0.639145,0.647578
69020_original.jpg,0.772359,0.772359,0.772359,0.772359,0.641243,0.644649
69020_rot_180.jpg,0.770221,0.770221,0.770221,0.770221,0.644533,0.644533
69020_rot_270.jpg,0.768351,0.768351,0.768351,0.768351,0.646096,0.646096
69020_rot_90.jpg,0.771039,0.771039,0.771039,0.771039,0.560499,0.643621
69022_h_flip_rot_180.jpg,0.434591,0.434591,0.434591,0.434591,0.422903,0.400191
69022_h_flip_rot_90.jpg,0.441564,0.439603,0.439603,0.439603,0.430975,0.400891
69022_h_flip.jpg,0.43664,0.43664,0.43664,0.43664,0.43664,0.400653
69022_rot_180.jpg,0.44201,0.44201,0.44201,0.44201,0.435556,0.405104
69022_rot_270.jpg,0.442222,0.442222,0.442222,0.442222,0.347041,0.403041
69022_rot_90.jpg,0.445186,0.445186,0.445186,0.445186,0.402814,0.402814
69040_h_flip_rot_180.jpg,0.474673,0.474673,0.474673,0.474673,0.445263,0.457381
69040_h_flip_rot_270.jpg,0.47077,0.47077,0.462879,0.462879,0.440793,0.457495
69040_h_flip.jpg,0.479353,0.479353,0.479353,0.479353,0.455398,0.455398
69040_original.jpg,0.473503,0.473503,0.473503,0.467409,0.444784,0.455628
69040_rot_180.jpg,0.481166,0.481166,0.481166,0.481166,0.446537,0.454683
69040_rot_90.jpg,0.47403,0.469123,0.469123,0.469123,0.455266,0.455266
70011_h_flip_rot_180.jpg,0.65081,0.65081,0.65081,0.644237,0.606659,0.65081
70011_original.jpg,0.650318,0.650318,0.650318,0.645184,0.571622,0.650318
70090_h_flip_rot_180.jpg,0.534095,0.534095,0.534095,0.534095,0.48361,0.48361
70090_h_flip_rot_270.jpg,0.547591,0.547591,0.547591,0.547591,0.533105,0.481767
70090_h_flip_rot_90.jpg,0.552025,0.552025,0.552025,0.552025,0.534449,0.488831
70090_h_flip.jpg,0.538355,0.538355,0.538355,0.538355,0.526161,0.483176
70090_original.jpg,0.540561,0.540561,0.540561,0.540561,0.482403,0.482403
70090_rot_180.jpg,0.539348,0.539348,0.539348,0.539348,0.42141,0.479658
70090_rot_270.jpg,0.559281,0.559281,0.559281,0.559281,0.532253,0.480344
70090_rot_90.jpg,0.550753,0.550753,0.550753,0.550753,0.533115,0.481582
71076_h_flip_rot_90.jpg,0.733801,0.733801,0.733801,0.733801,0.711924,0.695816
71076_rot_270.jpg,0.734916,0.734916,0.734916,0.734916,0.672797,0.698213
71099_h_flip_rot_270.jpg,0.652211,0.651999,0.651999,0.651999,0.652211,0.645647
71099_rot_180.jpg,0.652206,0.647039,0.652206,0.652206,0.586058,0.644825
